task,model,correction,semantic_similarity
storytelling,mistral/mistral-small,backcheck,0.96956575
storytelling,mistral/mistral-small,backcheck,0.9318073
storytelling,mistral/mistral-small,backcheck,0.96636
storytelling,mistral/mistral-small,backcheck,0.96058726
storytelling,mistral/mistral-small,backcheck,0.9092342
storytelling,mistral/mistral-small,backcheck,0.9712362
storytelling,mistral/mistral-small,backcheck,0.9458269
storytelling,mistral/mistral-small,backcheck,0.94783473
storytelling,mistral/mistral-small,backcheck,0.9843434
storytelling,mistral/mistral-small,backcheck,0.97631603
storytelling,mistral/mistral-small,backcheck,0.8638791
storytelling,mistral/mistral-small,backcheck,0.96490586
storytelling,mistral/mistral-small,backcheck,0.91379833
storytelling,mistral/mistral-small,backcheck,0.9664759
storytelling,mistral/mistral-small,backcheck,0.9019438
storytelling,mistral/mistral-small,backcheck,0.9616959
storytelling,mistral/mistral-small,backcheck,0.8553477
storytelling,mistral/mistral-small,backcheck,0.9498375
storytelling,mistral/mistral-small,backcheck,0.98045427
storytelling,mistral/mistral-small,backcheck,0.9657293
storytelling,mistral/mistral-small,backcheck,0.9752877
storytelling,mistral/mistral-small,backcheck,0.9649042
storytelling,mistral/mistral-small,backcheck,0.96295726
storytelling,mistral/mistral-medium,backcheck,0.94321764
storytelling,mistral/mistral-medium,backcheck,0.9772079
storytelling,mistral/mistral-medium,backcheck,0.97930866
storytelling,mistral/mistral-medium,backcheck,0.9831941
storytelling,mistral/mistral-medium,backcheck,0.9710537
storytelling,mistral/mistral-medium,backcheck,0.9486661
storytelling,mistral/mistral-medium,backcheck,0.97707075
storytelling,mistral/mistral-medium,backcheck,0.9808246
storytelling,mistral/mistral-medium,backcheck,0.98056126
storytelling,mistral/mistral-medium,backcheck,0.9069054
storytelling,mistral/mistral-medium,backcheck,0.91640246
storytelling,mistral/mistral-medium,backcheck,0.96956575
storytelling,mistral/mistral-medium,backcheck,0.9318073
storytelling,mistral/mistral-medium,backcheck,0.96636
storytelling,mistral/mistral-medium,backcheck,0.96058726
storytelling,mistral/mistral-medium,backcheck,0.9092342
storytelling,mistral/mistral-medium,backcheck,0.9712362
storytelling,mistral/mistral-medium,backcheck,0.9458269
storytelling,mistral/mistral-medium,backcheck,0.94783473
storytelling,mistral/mistral-medium,backcheck,0.9843434
storytelling,mistral/mistral-medium,backcheck,0.97631603
storytelling,mistral/mistral-medium,backcheck,0.8638791
storytelling,mistral/mistral-medium,backcheck,0.96490586
storytelling,mistral/mistral-medium,backcheck,0.91379833
storytelling,mistral/mistral-medium,backcheck,0.9664759
storytelling,mistral/mistral-medium,backcheck,0.9019438
storytelling,mistral/mistral-medium,backcheck,0.9616959
storytelling,mistral/mistral-medium,backcheck,0.8553477
storytelling,mistral/mistral-medium,backcheck,0.9498375
storytelling,mistral/mistral-medium,backcheck,0.98045427
storytelling,mistral/mistral-medium,backcheck,0.9657293
storytelling,mistral/mistral-medium,backcheck,0.9752877
storytelling,mistral/mistral-medium,backcheck,0.9649042
storytelling,mistral/mistral-medium,backcheck,0.96295726
procedural,openai/gpt-3.5-turbo,baseline,0.57451767
procedural,openai/gpt-3.5-turbo,baseline,0.64214045
procedural,openai/gpt-3.5-turbo,baseline,0.6518291
procedural,openai/gpt-3.5-turbo,baseline,0.5091214
procedural,openai/gpt-3.5-turbo,baseline,0.6683638
procedural,openai/gpt-3.5-turbo,baseline,0.35459846
procedural,openai/gpt-3.5-turbo,baseline,0.59935635
procedural,openai/gpt-3.5-turbo,baseline,0.6930485
procedural,openai/gpt-3.5-turbo,baseline,0.7059777
procedural,openai/gpt-3.5-turbo,baseline,0.5743967
procedural,openai/gpt-3.5-turbo,baseline,0.55641
procedural,openai/gpt-3.5-turbo,baseline,0.5348193
procedural,openai/gpt-3.5-turbo,baseline,0.6451158
procedural,openai/gpt-3.5-turbo,baseline,0.5559199
procedural,openai/gpt-3.5-turbo,baseline,0.5019509
procedural,openai/gpt-3.5-turbo,baseline,0.48104095
procedural,openai/gpt-3.5-turbo,baseline,0.5751022
procedural,openai/gpt-3.5-turbo,baseline,0.58930457
procedural,openai/gpt-3.5-turbo,baseline,0.61440134
procedural,openai/gpt-3.5-turbo,baseline,0.4847871
procedural,openai/gpt-3.5-turbo,baseline,0.423625
procedural,openai/gpt-3.5-turbo,baseline,0.66732186
procedural,openai/gpt-3.5-turbo,baseline,0.54413855
procedural,openai/gpt-3.5-turbo,baseline,0.5704718
procedural,openai/gpt-3.5-turbo,baseline,0.6669401
procedural,openai/gpt-3.5-turbo,baseline,0.5913142
procedural,openai/gpt-3.5-turbo,baseline,0.5807854
procedural,openai/gpt-3.5-turbo,baseline,0.50510955
procedural,openai/gpt-3.5-turbo,baseline,0.51783454
procedural,openai/gpt-3.5-turbo,baseline,0.5412086
procedural,openai/gpt-3.5-turbo,baseline,0.5377451
procedural,openai/gpt-3.5-turbo,baseline,0.6286615
procedural,openai/gpt-3.5-turbo,baseline,0.55991596
procedural,openai/gpt-4,baseline,0.60477895
procedural,openai/gpt-4,baseline,0.65364563
procedural,openai/gpt-4,baseline,0.6723666
procedural,openai/gpt-4,baseline,0.52101845
procedural,openai/gpt-4,baseline,0.6390977
procedural,openai/gpt-4,baseline,0.37768778
procedural,openai/gpt-4,baseline,0.61359864
procedural,openai/gpt-4,baseline,0.6896429
procedural,openai/gpt-4,baseline,0.7346451
procedural,openai/gpt-4,baseline,0.5910181
procedural,openai/gpt-4,baseline,0.55674577
procedural,openai/gpt-4,baseline,0.58070195
procedural,openai/gpt-4,baseline,0.63064885
procedural,openai/gpt-4,baseline,0.5676633
procedural,openai/gpt-4,baseline,0.5281088
procedural,openai/gpt-4,baseline,0.5129679
procedural,openai/gpt-4,baseline,0.59614956
procedural,openai/gpt-4,baseline,0.6013362
procedural,openai/gpt-4,baseline,0.63111913
procedural,openai/gpt-4,baseline,0.5134798
procedural,openai/gpt-4,baseline,0.4767726
procedural,openai/gpt-4,baseline,0.65250003
procedural,openai/gpt-4,baseline,0.55941665
procedural,openai/gpt-4,baseline,0.5636742
procedural,openai/gpt-4,baseline,0.64756745
procedural,openai/gpt-4,baseline,0.57266414
procedural,openai/gpt-4,baseline,0.55935776
procedural,openai/gpt-4,baseline,0.46480906
procedural,openai/gpt-4,baseline,0.6423956
procedural,openai/gpt-4,baseline,0.5905578
procedural,openai/gpt-4,baseline,0.5056416
procedural,openai/gpt-4,baseline,0.6416631
procedural,openai/gpt-4,baseline,0.5966537
procedural,openai/gpt-4o,baseline,0.6216685
procedural,openai/gpt-4o,baseline,0.65962166
procedural,openai/gpt-4o,baseline,0.6823622
procedural,openai/gpt-4o,baseline,0.53446674
procedural,openai/gpt-4o,baseline,0.6598139
procedural,openai/gpt-4o,baseline,0.4064197
procedural,openai/gpt-4o,baseline,0.64067477
procedural,openai/gpt-4o,baseline,0.7101772
procedural,openai/gpt-4o,baseline,0.7319534
procedural,openai/gpt-4o,baseline,0.6013154
procedural,openai/gpt-4o,baseline,0.55901647
procedural,openai/gpt-4o,baseline,0.58495843
procedural,openai/gpt-4o,baseline,0.65475714
procedural,openai/gpt-4o,baseline,0.5739515
procedural,openai/gpt-4o,baseline,0.558408
procedural,openai/gpt-4o,baseline,0.5165531
procedural,openai/gpt-4o,baseline,0.63003564
procedural,openai/gpt-4o,baseline,0.62379396
procedural,openai/gpt-4o,baseline,0.65585744
procedural,openai/gpt-4o,baseline,0.5275848
procedural,openai/gpt-4o,baseline,0.48645753
procedural,openai/gpt-4o,baseline,0.65818393
procedural,openai/gpt-4o,baseline,0.57116616
procedural,openai/gpt-4o,baseline,0.57055926
procedural,openai/gpt-4o,baseline,0.66761374
procedural,openai/gpt-4o,baseline,0.59139377
procedural,openai/gpt-4o,baseline,0.5795678
procedural,openai/gpt-4o,baseline,0.481619
procedural,openai/gpt-4o,baseline,0.65426075
procedural,openai/gpt-4o,baseline,0.61244524
procedural,openai/gpt-4o,baseline,0.5253053
procedural,openai/gpt-4o,baseline,0.65125215
procedural,openai/gpt-4o,baseline,0.60656166
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5327583
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.56335104
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6342181
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.51532763
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5963607
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.38048074
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5836122
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6212975
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6013876
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.57525814
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.39260456
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.38829657
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6339275
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.58361435
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5351727
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5003822
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5894268
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6226049
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5585381
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.37875706
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.51651406
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.62987995
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5764824
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5616987
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5629034
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.599841
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5541035
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.51939195
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.60435927
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.59335
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5524688
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5916341
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6179313
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5962056
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6380582
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6677071
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.589539
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.654261
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.3672569
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6053018
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.65525156
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.63266516
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.59483707
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.43401673
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.44696748
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6479192
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.58834004
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5667872
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.518812
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.61743957
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.61765915
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5933231
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.4560302
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5506677
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.649774
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.58697635
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.47476184
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.63987863
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6006527
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.58344156
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5556038
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.4924335
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.59328634
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5199126
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5915473
procedural,huggingface/tiiuae/falcon-7b-instruct,baseline,0.63081944
procedural,lambda/lambda-llama2-13b,baseline,0.5782218
procedural,lambda/lambda-llama2-13b,baseline,0.6065924
procedural,lambda/lambda-llama2-13b,baseline,0.69429755
procedural,lambda/lambda-llama2-13b,baseline,0.5446453
procedural,lambda/lambda-llama2-13b,baseline,0.65226996
procedural,lambda/lambda-llama2-13b,baseline,0.43191293
procedural,lambda/lambda-llama2-13b,baseline,0.5737898
procedural,lambda/lambda-llama2-13b,baseline,0.66890603
procedural,lambda/lambda-llama2-13b,baseline,0.7144879
procedural,lambda/lambda-llama2-13b,baseline,0.5744253
procedural,lambda/lambda-llama2-13b,baseline,0.45228726
procedural,lambda/lambda-llama2-13b,baseline,0.48508418
procedural,lambda/lambda-llama2-13b,baseline,0.6685167
procedural,lambda/lambda-llama2-13b,baseline,0.60897297
procedural,lambda/lambda-llama2-13b,baseline,0.5580993
procedural,lambda/lambda-llama2-13b,baseline,0.51472735
procedural,lambda/lambda-llama2-13b,baseline,0.6055013
procedural,lambda/lambda-llama2-13b,baseline,0.5275924
procedural,lambda/lambda-llama2-13b,baseline,0.5967519
procedural,lambda/lambda-llama2-13b,baseline,0.43198258
procedural,lambda/lambda-llama2-13b,baseline,0.44819427
procedural,lambda/lambda-llama2-13b,baseline,0.62948275
procedural,lambda/lambda-llama2-13b,baseline,0.5575402
procedural,lambda/lambda-llama2-13b,baseline,0.52846384
procedural,lambda/lambda-llama2-13b,baseline,0.566808
procedural,lambda/lambda-llama2-13b,baseline,0.57406455
procedural,lambda/lambda-llama2-13b,baseline,0.5310155
procedural,lambda/lambda-llama2-13b,baseline,0.49457625
procedural,lambda/lambda-llama2-13b,baseline,0.63326305
procedural,lambda/lambda-llama2-13b,baseline,0.5536701
procedural,lambda/lambda-llama2-13b,baseline,0.5114054
procedural,lambda/lambda-llama2-13b,baseline,0.65568185
procedural,lambda/lambda-llama2-13b,baseline,0.592234
procedural,groq/llama3-70b,baseline,0.601285
procedural,groq/llama3-70b,baseline,0.6524867
procedural,groq/llama3-70b,baseline,0.7075813
procedural,groq/llama3-70b,baseline,0.59282035
procedural,groq/llama3-70b,baseline,0.6952442
procedural,groq/llama3-70b,baseline,0.45043865
procedural,groq/llama3-70b,baseline,0.66347
procedural,groq/llama3-70b,baseline,0.71195585
procedural,groq/llama3-70b,baseline,0.7199376
procedural,groq/llama3-70b,baseline,0.6147744
procedural,groq/llama3-70b,baseline,0.6116874
procedural,groq/llama3-70b,baseline,0.51523596
procedural,groq/llama3-70b,baseline,0.66126615
procedural,groq/llama3-70b,baseline,0.62664783
procedural,groq/llama3-70b,baseline,0.60851
procedural,groq/llama3-70b,baseline,0.5332003
procedural,groq/llama3-70b,baseline,0.6205658
procedural,groq/llama3-70b,baseline,0.6840996
procedural,groq/llama3-70b,baseline,0.6296233
procedural,groq/llama3-70b,baseline,0.4941389
procedural,groq/llama3-70b,baseline,0.521813
procedural,groq/llama3-70b,baseline,0.62643725
procedural,groq/llama3-70b,baseline,0.61682653
procedural,groq/llama3-70b,baseline,0.58231556
procedural,groq/llama3-70b,baseline,0.67204154
procedural,groq/llama3-70b,baseline,0.6280303
procedural,groq/llama3-70b,baseline,0.6266577
procedural,groq/llama3-70b,baseline,0.53152215
procedural,groq/llama3-70b,baseline,0.6270158
procedural,groq/llama3-70b,baseline,0.6037608
procedural,groq/llama3-70b,baseline,0.6160752
procedural,groq/llama3-70b,baseline,0.64598894
procedural,groq/llama3-70b,baseline,0.60859656
procedural,gemini/gemini-pro,baseline,0.73003525
procedural,gemini/gemini-pro,baseline,0.6564925
procedural,gemini/gemini-pro,baseline,0.7516832
procedural,gemini/gemini-pro,baseline,0.674042
procedural,gemini/gemini-pro,baseline,0.72815377
procedural,gemini/gemini-pro,baseline,0.38514894
procedural,gemini/gemini-pro,baseline,0.7129522
procedural,gemini/gemini-pro,baseline,0.69008565
procedural,gemini/gemini-pro,baseline,0.7573579
procedural,gemini/gemini-pro,baseline,0.6162598
procedural,gemini/gemini-pro,baseline,0.60142726
procedural,gemini/gemini-pro,baseline,0.5335369
procedural,gemini/gemini-pro,baseline,0.667662
procedural,gemini/gemini-pro,baseline,0.62289274
procedural,gemini/gemini-pro,baseline,0.64226747
procedural,gemini/gemini-pro,baseline,0.55332994
procedural,gemini/gemini-pro,baseline,0.69218874
procedural,gemini/gemini-pro,baseline,0.62621206
procedural,gemini/gemini-pro,baseline,0.745751
procedural,gemini/gemini-pro,baseline,0.59088326
procedural,gemini/gemini-pro,baseline,0.5775174
procedural,gemini/gemini-pro,baseline,0.6877228
procedural,gemini/gemini-pro,baseline,0.6497231
procedural,gemini/gemini-pro,baseline,0.5431168
procedural,gemini/gemini-pro,baseline,0.7003483
procedural,gemini/gemini-pro,baseline,0.7019782
procedural,gemini/gemini-pro,baseline,0.5934218
procedural,gemini/gemini-pro,baseline,0.6229098
procedural,gemini/gemini-pro,baseline,0.4755432
procedural,gemini/gemini-pro,baseline,0.61263967
procedural,gemini/gemini-pro,baseline,0.6056427
procedural,gemini/gemini-pro,baseline,0.64764047
procedural,gemini/gemini-pro,baseline,0.67308414
procedural,mistral/mistral-small,baseline,0.7146334
procedural,mistral/mistral-small,baseline,0.7676785
procedural,mistral/mistral-small,baseline,0.795398
procedural,mistral/mistral-small,baseline,0.6777803
procedural,mistral/mistral-small,baseline,0.73588395
procedural,mistral/mistral-small,baseline,0.41772076
procedural,mistral/mistral-small,baseline,0.7594013
procedural,mistral/mistral-small,baseline,0.766523
procedural,mistral/mistral-small,baseline,0.8126309
procedural,mistral/mistral-small,baseline,0.676027
procedural,mistral/mistral-small,baseline,0.6435653
procedural,mistral/mistral-small,baseline,0.5511276
procedural,mistral/mistral-small,baseline,0.7278136
procedural,mistral/mistral-small,baseline,0.6374372
procedural,mistral/mistral-small,baseline,0.720528
procedural,mistral/mistral-small,baseline,0.6560526
procedural,mistral/mistral-small,baseline,0.6974889
procedural,mistral/mistral-small,baseline,0.7194072
procedural,mistral/mistral-small,baseline,0.73455966
procedural,mistral/mistral-small,baseline,0.5898626
procedural,mistral/mistral-small,baseline,0.5704148
procedural,mistral/mistral-small,baseline,0.69726485
procedural,mistral/mistral-small,baseline,0.6613282
procedural,mistral/mistral-small,baseline,0.5997869
procedural,mistral/mistral-small,baseline,0.76680744
procedural,mistral/mistral-small,baseline,0.717886
procedural,mistral/mistral-small,baseline,0.61726797
procedural,mistral/mistral-small,baseline,0.63879263
procedural,mistral/mistral-small,baseline,0.6136364
procedural,mistral/mistral-small,baseline,0.684642
procedural,mistral/mistral-small,baseline,0.6189348
procedural,mistral/mistral-small,baseline,0.6983417
procedural,mistral/mistral-small,baseline,0.6860973
procedural,mistral/mistral-medium,baseline,0.71598536
procedural,mistral/mistral-medium,baseline,0.77124006
procedural,mistral/mistral-medium,baseline,0.78378767
procedural,mistral/mistral-medium,baseline,0.6848135
procedural,mistral/mistral-medium,baseline,0.71513
procedural,mistral/mistral-medium,baseline,0.382784
procedural,mistral/mistral-medium,baseline,0.74936193
procedural,mistral/mistral-medium,baseline,0.76069415
procedural,mistral/mistral-medium,baseline,0.81841415
procedural,mistral/mistral-medium,baseline,0.6725364
procedural,mistral/mistral-medium,baseline,0.657532
procedural,mistral/mistral-medium,baseline,0.5433767
procedural,mistral/mistral-medium,baseline,0.731408
procedural,mistral/mistral-medium,baseline,0.62318635
procedural,mistral/mistral-medium,baseline,0.74209833
procedural,mistral/mistral-medium,baseline,0.65419185
procedural,mistral/mistral-medium,baseline,0.69373727
procedural,mistral/mistral-medium,baseline,0.7194127
procedural,mistral/mistral-medium,baseline,0.7242254
procedural,mistral/mistral-medium,baseline,0.5907105
procedural,mistral/mistral-medium,baseline,0.5289957
procedural,mistral/mistral-medium,baseline,0.6905179
procedural,mistral/mistral-medium,baseline,0.6634377
procedural,mistral/mistral-medium,baseline,0.6093613
procedural,mistral/mistral-medium,baseline,0.76418936
procedural,mistral/mistral-medium,baseline,0.6850856
procedural,mistral/mistral-medium,baseline,0.6318716
procedural,mistral/mistral-medium,baseline,0.58051705
procedural,mistral/mistral-medium,baseline,0.6071236
procedural,mistral/mistral-medium,baseline,0.6343912
procedural,mistral/mistral-medium,baseline,0.64707196
procedural,mistral/mistral-medium,baseline,0.6989285
procedural,mistral/mistral-medium,baseline,0.66530454
procedural,openai/gpt-3.5-turbo,voting,0.55644566
procedural,openai/gpt-3.5-turbo,voting,0.69102013
procedural,openai/gpt-3.5-turbo,voting,0.67396307
procedural,openai/gpt-3.5-turbo,voting,0.51656836
procedural,openai/gpt-3.5-turbo,voting,0.6693221
procedural,openai/gpt-3.5-turbo,voting,0.37332553
procedural,openai/gpt-3.5-turbo,voting,0.630254
procedural,openai/gpt-3.5-turbo,voting,0.7217624
procedural,openai/gpt-3.5-turbo,voting,0.74033725
procedural,openai/gpt-3.5-turbo,voting,0.6130092
procedural,openai/gpt-3.5-turbo,voting,0.5894607
procedural,openai/gpt-3.5-turbo,voting,0.56089836
procedural,openai/gpt-3.5-turbo,voting,0.6923083
procedural,openai/gpt-3.5-turbo,voting,0.5934658
procedural,openai/gpt-3.5-turbo,voting,0.5811284
procedural,openai/gpt-3.5-turbo,voting,0.5397748
procedural,openai/gpt-3.5-turbo,voting,0.60062575
procedural,openai/gpt-3.5-turbo,voting,0.65579766
procedural,openai/gpt-3.5-turbo,voting,0.6629949
procedural,openai/gpt-3.5-turbo,voting,0.49677843
procedural,openai/gpt-3.5-turbo,voting,0.44488758
procedural,openai/gpt-3.5-turbo,voting,0.68518865
procedural,openai/gpt-3.5-turbo,voting,0.59722483
procedural,openai/gpt-3.5-turbo,voting,0.6410171
procedural,openai/gpt-3.5-turbo,voting,0.6975207
procedural,openai/gpt-3.5-turbo,voting,0.6182089
procedural,openai/gpt-3.5-turbo,voting,0.62958705
procedural,openai/gpt-3.5-turbo,voting,0.5265802
procedural,openai/gpt-3.5-turbo,voting,0.54969627
procedural,openai/gpt-3.5-turbo,voting,0.60733926
procedural,openai/gpt-3.5-turbo,voting,0.60670227
procedural,openai/gpt-3.5-turbo,voting,0.685588
procedural,openai/gpt-3.5-turbo,voting,0.62520605
procedural,openai/gpt-4,voting,0.6120889
procedural,openai/gpt-4,voting,0.68451345
procedural,openai/gpt-4,voting,0.69047743
procedural,openai/gpt-4,voting,0.5562921
procedural,openai/gpt-4,voting,0.66082054
procedural,openai/gpt-4,voting,0.4242475
procedural,openai/gpt-4,voting,0.6434281
procedural,openai/gpt-4,voting,0.7216388
procedural,openai/gpt-4,voting,0.757504
procedural,openai/gpt-4,voting,0.6290676
procedural,openai/gpt-4,voting,0.5876685
procedural,openai/gpt-4,voting,0.6026598
procedural,openai/gpt-4,voting,0.6819065
procedural,openai/gpt-4,voting,0.6022843
procedural,openai/gpt-4,voting,0.5936376
procedural,openai/gpt-4,voting,0.56160367
procedural,openai/gpt-4,voting,0.63543665
procedural,openai/gpt-4,voting,0.65571266
procedural,openai/gpt-4,voting,0.66973484
procedural,openai/gpt-4,voting,0.5240667
procedural,openai/gpt-4,voting,0.48225045
procedural,openai/gpt-4,voting,0.6816443
procedural,openai/gpt-4,voting,0.60397375
procedural,openai/gpt-4,voting,0.62465346
procedural,openai/gpt-4,voting,0.68267894
procedural,openai/gpt-4,voting,0.5967728
procedural,openai/gpt-4,voting,0.6047689
procedural,openai/gpt-4,voting,0.50205696
procedural,openai/gpt-4,voting,0.6763884
procedural,openai/gpt-4,voting,0.6334044
procedural,openai/gpt-4,voting,0.5768556
procedural,openai/gpt-4,voting,0.6941894
procedural,openai/gpt-4,voting,0.63687027
procedural,openai/gpt-4o,voting,0.61368054
procedural,openai/gpt-4o,voting,0.7011698
procedural,openai/gpt-4o,voting,0.7067622
procedural,openai/gpt-4o,voting,0.5615642
procedural,openai/gpt-4o,voting,0.6685984
procedural,openai/gpt-4o,voting,0.42903614
procedural,openai/gpt-4o,voting,0.65580165
procedural,openai/gpt-4o,voting,0.7277261
procedural,openai/gpt-4o,voting,0.7566118
procedural,openai/gpt-4o,voting,0.64075893
procedural,openai/gpt-4o,voting,0.59662986
procedural,openai/gpt-4o,voting,0.59989107
procedural,openai/gpt-4o,voting,0.6896713
procedural,openai/gpt-4o,voting,0.6100048
procedural,openai/gpt-4o,voting,0.61112
procedural,openai/gpt-4o,voting,0.5603093
procedural,openai/gpt-4o,voting,0.65243256
procedural,openai/gpt-4o,voting,0.67235744
procedural,openai/gpt-4o,voting,0.67956495
procedural,openai/gpt-4o,voting,0.53365046
procedural,openai/gpt-4o,voting,0.4880502
procedural,openai/gpt-4o,voting,0.68319345
procedural,openai/gpt-4o,voting,0.6215645
procedural,openai/gpt-4o,voting,0.63473684
procedural,openai/gpt-4o,voting,0.6845317
procedural,openai/gpt-4o,voting,0.60568655
procedural,openai/gpt-4o,voting,0.61439705
procedural,openai/gpt-4o,voting,0.5091393
procedural,openai/gpt-4o,voting,0.6841391
procedural,openai/gpt-4o,voting,0.6592457
procedural,openai/gpt-4o,voting,0.59257734
procedural,openai/gpt-4o,voting,0.69888324
procedural,openai/gpt-4o,voting,0.64623636
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.53078574
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5203519
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.50100905
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.49373817
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.57763827
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.33513772
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5623625
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.56205636
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.54851305
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5428892
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.45325446
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.2762837
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.59086823
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5779293
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.53453076
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.48059383
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.42862868
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.6459331
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5017408
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.34668547
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.47356206
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.59420043
